index,map,class,id,name,enemy_levels,enemy_species,player_level,outcome,turns,faints,state,detail
231,BlackthornGym2F,COOLTRAINERF,FRAN,FRAN,41/41/41,KINGDRA/APPLETUN/ARCTIBAX,41,loss,15,6,5,
232,RadioTower2F,GRUNTF,GRUNTF_2,GRUNT,41/41,STANTLER/SEVIPER,41,win,3,0,5,
233,RadioTower3F,SCIENTIST,MARC,MARC,41,QWILFISH,41,win,2,0,5,
234,RadioTower4F,SCIENTIST,RICH,RICH,40/41,SLOWBRO_GALARIAN/WEEZING,41,win,4,0,5,
235,Route44,BIRD_KEEPER,VANCE1,VANCE,40/40/40/41,FLETCHINDER/NOCTOWL/CORVISQUIRE/SKARMORY,41,win,7,0,5,
236,Route44,BOARDER,BOARDER_SPENCER,SPENCER,40/41/41,ABOMASNOW/PILOSWINE/SNEASEL,41,win,3,0,5,
237,,,,,,,,technical_timeout,,,,emulator process exceeded 45 seconds
238,Route44,FISHER,WILTON1,WILTON,39/39/41,OCTILLERY/MANTINE/TAUROS_PALDEAN_WATER,41,win,11,3,5,
239,Route44,FISHER,EDGAR,EDGAR,39/39/41,WALREIN/QUAGSIRE/KINGLER,41,win,7,1,5,
240,BlackthornGym1F,COOLTRAINERF,LOLA,LOLA,41/41/42/42,SHELGON/APPLETUN/ZWEILOUS/CHARIZARD,42,win,12,4,5,
241,GoldenrodUndergroundSwitchRoomEntrances,RIVAL1,RIVAL1_4_TOTODILE,?,40/41/41/41/41/42,GLISCOR/MAGNETON/SLOWKING_GALARIAN/WEAVILE/CERULEDGE/FERALIGATR,42,loss,10,6,5,
242,RadioTower4F,PROTON,PROTON2,PROTON,40/40/41/42,HOUNDOOM/UMBREON/SNEASEL/ARIADOS,42,loss,14,6,5,
243,RadioTower5F,PETREL_DIRECTOR,PETREL_DIRECTOR1,PETREL,40/40/41/41/42,BISHARP/UMBREON/STANTLER/SNEASEL/PORYGON2,42,win,14,4,5,
244,Route44,SKIER,SKIER_HEIDI,HEIDI,40/41/42,VULPIX_ALOLAN/SNOVER/PILOSWINE,42,win,3,0,5,
245,Route45,COOLTRAINERM,RYAN,RYAN,42/42/42,GLIGAR/RHYDON/CONKELDURR,42,win,11,2,5,
246,BlackthornGym1F,COOLTRAINERM,MIKE,MIKE,42/42/43,DRAGONAIR/KINGDRA/CHARIZARD,43,loss,13,6,5,
247,BlackthornGym2F,COOLTRAINERM,CODY,CODY,41/42/42/43,KINGDRA/AMPHAROS/HYDRAPPLE/EXEGGUTOR_ALOLAN,43,loss,13,6,5,
248,NationalPark,SCHOOLBOY,JACK3,JACK,40/43,DUNSPARCE/STANTLER,43,win,5,1,5,
249,OlivineLighthouse2F,SAILOR,HUEY2,HUEY,43/43,CORSOLA/QWILFISH,43,win,7,2,5,
250,RadioTower5F,ARCHER,ARCHER2,ARCHER,41/41/42/42/43,ZWEILOUS/MURKROW/WEEZING/WEAVILE/HAUNTER,43,loss,13,6,5,
251,RadioTower5F,ARIANA,ARIANA2,ARIANA,42/42/43/43/43,OVERQWIL/HOUNDOOM/NIDORINA/SNEASEL/ARIADOS,43,loss,17,6,5,
252,Route30,YOUNGSTER,JOEY4,JOEY,43,URSARING,43,win,2,1,5,
253,Route31,BUG_CATCHER,WADE4,WADE,41/42/42/43,FORRETRESS/VIBRAVA/LEDIAN/SHUCKLE,43,win,6,0,5,
254,Route32,PICNICKER,LIZ4,LIZ,41/43/43,SNUBBULL/MORGREM/OCTILLERY,43,win,9,2,5,
255,Route33,HIKER,ANTHONY3,ANTHONY,42/43/43,CORSOLA/SANDSLASH/URSARING,43,win,8,2,5,
256,Route34,PICNICKER,GINA3,GINA,42/43/43,RATICATE_ALOLAN/SCIZOR/SUNFLORA,43,win,4,0,5,
257,Route38,LASS,DANA3,DANA,43/43,WEEZING_GALARIAN/BRELOOM,43,win,3,0,5,
258,Route38,SCHOOLBOY,CHAD3,CHAD,41/43,EEVEE/ELEKID,43,win,2,0,5,
259,Route43,PICNICKER,TIFFANY1,TIFFANY,43/43,CHANSEY/BELLOSSOM,43,win,5,0,5,
260,Route44,COOLTRAINERF,CYBIL,CYBIL,40/41/43,PRIMEAPE/CORSOLA/SCIZOR,43,loss,15,6,5,
261,Route44,POKEMANIAC,ZACH,ZACH,40/41/43,GALLADE/GRAVELER/GRUMPIG,43,win,7,1,5,
262,Route45,BLACKBELT_T,KENJI3,KENJI,39/39/41/43,HERACROSS/LEDIAN/HITMONTOP/GURDURR,43,win,5,0,5,
263,Route45,CAMPER,QUENTIN,QUENTIN,43/43/43/43,EXCADRILL/GOLEM/PILOSWINE/MAROWAK,43,win,8,2,5,
264,Route45,COOLTRAINERF,KELLY,KELLY,42/42/42/43,FLETCHINDER/RHYDON/FARFETCH_D/TOGETIC,43,loss,13,6,5,
265,Route45,HIKER,ERIK,ERIK,42/42/43,QUAGSIRE/GRAVELER/MACHAMP,43,win,7,2,5,
266,Route45,HIKER,MICHAEL,MICHAEL,43/43/43,HERACROSS/EXCADRILL/SIRFETCH_D,43,win,3,0,5,
267,Route45,HIKER,PARRY3,PARRY,43/43/43,GURDURR/GLIMMORA/LUCARIO,43,win,4,0,5,
268,IcePath1F,CRYSTAL2,CRYSTAL2_4_CHIKORITA,CRYSTAL,41/42/42/42/44,XATU/MAROWAK/HYDRAPPLE/PUPITAR/MEGANIUM,44,loss,16,6,5,
269,IcePath1F,CRYSTAL2,CRYSTAL2_4_CYNDAQUIL,CRYSTAL,41/42/42/42/44,XATU/MAROWAK/FLAPPLE/PUPITAR/TYPHLOSION,44,win,19,5,5,
270,IcePath1F,CRYSTAL2,CRYSTAL2_4_TOTODILE,CRYSTAL,41/42/42/42/44,XATU/MAROWAK/APPLETUN/PUPITAR/FERALIGATR,44,loss,17,6,5,
271,Route34,CAMPER,TODD3,TODD,43/43/44,TEDDIURSA/VIBRAVA/FURRET,44,win,4,0,5,
272,Route35,BUG_CATCHER,ARNIE3,ARNIE,43/44/44,VIBRAVA/HERACROSS/SCIZOR,44,win,3,0,5,
273,Route36,SCHOOLBOY,ALAN3,ALAN,40/41/42/44,PORYGON/RHYHORN/WOBBUFFET/NATU,44,win,6,1,5,
274,Route45,HIKER,TIMOTHY,TIMOTHY,43/43/43/44,GLIMMORA/GRAVELER/CAMERUPT/GOLURK,44,win,8,2,5,
275,Route46,CAMPER,TED,TED,44/44/44,MAROWAK/LAMPENT/URSARING,44,win,8,2,5,
276,Route46,HIKER,BAILEY,BAILEY,44/44/44/44/44,GROWLITHE_HISUIAN/CLODSIRE/CORSOLA/GOLEM/MAGCARGO,44,win,22,5,5,
277,Route46,PICNICKER,ERIN1,ERIN,42/42/44/44,AMBIPOM/GIRAFARIG/DUNSPARCE/DODRIO,44,win,6,1,5,
278,BlackthornGym1F,CLAIR,CLAIR1,CLAIR,42/43/43/44/44/45,DRAGONAIR/NOIVERN/FLYGON/HAXORUS/HYDREIGON/KINGDRA,45,loss,17,6,5,
279,IceIsland,BOARDER,BOARDER_AIDAN,AIDAN,43/45,SWINUB/SNEASEL,45,win,2,0,5,
280,IceIsland,BOARDER,BOARDER_NOEL,NOEL,43/44/45,CETODDLE/SWINUB/SEEL,45,win,4,0,5,
281,UnionCaveB2F,COOLTRAINERF,GWEN,GWEN,42/43/44/45,PHANPY/WHIRLIPEDE/ONIX/GRAVELER,45,loss,23,6,5,
282,DragonsDenB1F,COOLTRAINERF,CARA,CARA,44/45/46,DUNSPARCE/DRAGONAIR/DIPPLIN,46,win,13,3,5,
283,DragonsDenB1F,COOLTRAINERM,DARIN,DARIN,46/46/46/46,AMPHAROS/KINGDRA/EXEGGUTOR_ALOLAN/DIPPLIN,46,loss,15,6,5,
284,IceIsland,SKIER,SKIER_BIANCA,BIANCA,44/45/46,SNORUNT/SNOVER/SNEASEL,46,win,3,0,5,
285,Route27,BIRD_KEEPER,JOSE2,JOSE,45/46/46/46,FLETCHINDER/TOGETIC/CORVISQUIRE/MURKROW,46,win,6,0,5,
286,Route27,COOLTRAINERM,BLAKE,BLAKE,45/45/46/46,MANTINE/SLOWKING/WYRDEER/SEALEO,46,win,11,4,5,
287,Route27,PSYCHIC_T,GILBERT,GILBERT,44/46/46,GRANBULL/WOBBUFFET/MISDREAVUS,46,win,7,2,5,
288,UnionCaveB2F,COOLTRAINERF,EMMA,EMMA,46,PUPITAR,46,win,7,2,5,
289,UnionCaveB2F,COOLTRAINERM,NICK,NICK,46/46/46,WARTORTLE/SNEASEL_HISUIAN/GROWLITHE_HISUIAN,46,win,7,2,5,
290,DragonsDenB1F,TWINS,LEAANDPIA1,LEA & PIA,46/46/47/47,DUNSPARCE/APPLETUN/AMPHAROS/KINGDRA,47,loss,16,6,5,
291,Route26,COOLTRAINERF,BETH1,BETH,47/47/47/47/47,PORYGON2/VICTREEBEL/VAPOREON/FERALIGATR/HYDRAPPLE,47,loss,12,6,5,
292,Route27,COOLTRAINERF,MEGAN,MEGAN,47/47/47/47,YANMEGA/WALREIN/LICKILICKY/FERALIGATR,47,loss,10,6,5,
293,WiseTriosRoom,SAGE,GAKU,GAKU,47/47/47,DUNSPARCE/AMPHAROS/DIPPLIN,47,win,16,3,5,
294,WiseTriosRoom,SAGE,MASA,MASA,47/47/47,VIBRAVA/DUNSPARCE/AMPHAROS,47,win,8,2,5,
295,WiseTriosRoom,SAGE,KOJI,KOJI,47/47/47,AMPHAROS/ALTARIA/DUNSPARCE,47,win,19,5,5,
296,Route26,PSYCHIC_T,RICHARD,RICHARD,48/48/48,ALTARIA/TOGEKISS/MIMIKYU,48,loss,18,6,5,
297,Route27,COOLTRAINERF,REENA1,REENA,46/46/47/47/48,PUPITAR/MILTANK/GLIGAR/TOGETIC/FURRET,48,loss,18,6,5,
298,Route27,COOLTRAINERM,BRIAN,BRIAN,46/47/48/48,XATU/QUAGSIRE/SEAKING/CORVIKNIGHT,48,loss,17,6,5,
299,Route26,COOLTRAINERF,JOYCE,JOYCE,47/48/48/48/49,DRIFBLIM/TAUROS/GOROTORA/MACHAMP/CROBAT,49,loss,26,6,5,
300,Route26,COOLTRAINERM,GAVEN3,GAVEN,47/48/48/48/49,VAPOREON/MILTANK/MUK/RAICHU_ALOLAN/SHUCKLE,49,loss,19,6,5,
301,Route26,FISHER,SCOTT,SCOTT,47/47/48/49,GOLDUCK/POLIWRATH/VAPOREON/OCTILLERY,49,win,8,1,5,
302,Route26,COOLTRAINERM,JAKE,JAKE,48/48/48/48/50,MILTANK/UMBREON/NIDOKING/PORYGON2/FERALIGATR,50,loss,19,6,5,
303,VictoryRoad,RIVAL1,RIVAL1_5_TOTODILE,?,48/49/49/49/49/51,GLISCOR/MAGNEZONE/SLOWKING_GALARIAN/WEAVILE/CERULEDGE/FERALIGATR,51,loss,10,6,5,
304,WillsRoom,WILL,WILL1,WILL,49/50/50/51/51/52,XATU/FARIGIRAF/GALLADE/SLOWKING/GRUMPIG/ESPATHRA,52,loss,10,6,5,
305,FastShipB1F,AROMA_LADY,DEBRA,DEBRA,51/53,LUDICOLO/MEGANIUM,53,win,9,3,5,
306,FastShipB1F,SAILOR,JEFF,JEFF,53/53,AZUMARILL/HITMONCHAN,53,win,4,1,5,
307,FastShipCabins_NNW_NNE_NE,BURGLAR,COREY,COREY,49/49/51/53,CROBAT/NINETALES/MAGCARGO/HOUNDOOM,53,win,13,4,5,
308,FastShipCabins_NNW_NNE_NE,SAILOR,STANLY,STANLY,52/52/53,POLIWRATH/GOLDUCK/LANTURN,53,win,7,1,5,
309,FastShipCabins_SE_SSE_CaptainsCabin,POKEFANM,COLIN,COLIN,51/53,RATICATE_ALOLAN/PORYGON_Z,53,win,7,2,5,
310,FastShipCabins_SW_SSW_NW,FIREBREATHER,LYLE,LYLE,53/53/53,TAUROS_PALDEAN_FIRE/CHANDELURE/SALAZZLE,53,loss,15,6,5,
311,KogasRoom,KOGA,KOGA1,KOGA,50/51/51/52/52/53,GLIMMORA/MUK_ALOLAN/SCOLIPEDE/TENTACRUEL/SALAZZLE/CROBAT,53,loss,14,6,5,
312,BrunosRoom,BRUNO,BRUNO1,BRUNO,51/52/52/53/53/54,CONKELDURR/HITMONTOP/LUCARIO/TOXICROAK/ANNIHILAPE/MACHAMP,54,loss,12,6,5,
313,FastShipB1F,FISHER,JONAH,JONAH,50/50/54/54,OCTILLERY/CLOYSTER/MILOTIC/LUDICOLO,54,loss,11,6,5,
314,FastShipB1F,JUGGLER,FRITZ,FRITZ,52/52/54,GOROTORA/NOCTOWL/ESPEON,54,loss,11,6,5,
315,FastShipB1F,SAILOR,KENNETH,KENNETH,54/54/54/54,TENTACRUEL/POLITOED/AZUMARILL/LANTURN,54,win,7,2,5,
316,FastShipCabins_NNW_NNE_NE,HIKER,NOLAND,NOLAND,54/54,GOLEM/POLIWRATH,54,win,5,2,5,
317,FastShipB1F,SAILOR,GARRETT,GARRETT,53/55,POLIWRATH/KINGLER,55,win,4,1,5,
318,FastShipB1F,TEACHER,SHIRLEY,SHIRLEY,53/55,BLISSEY/BANETTE,55,win,2,0,5,
319,FastShipCabins_NNW_NNE_NE,COOLTRAINERF,CAROL,CAROL,54/54/55,LANTURN/HERACROSS/AZUMARILL,55,win,16,5,5,
320,FastShipCabins_NNW_NNE_NE,COOLTRAINERM,SEAN,SEAN,55/55/55,WALREIN/GYARADOS/BLISSEY,55,win,10,4,5,
321,FastShipCabins_NNW_NNE_NE,POKEMANIAC,ETHAN,ETHAN,55/55,RATICATE/FARIGIRAF,55,win,3,1,5,
322,FastShipCabins_SE_SSE_CaptainsCabin,POKEFANF,GEORGIA,GEORGIA,53/53/53/53/55,ZANGOOSE/FEAROW/MILTANK/PORYGON2/SNORLAX,55,win,25,3,5,
323,FastShipCabins_SE_SSE_CaptainsCabin,PSYCHIC_T,RODNEY,RODNEY,51/51/55,GARDEVOIR/GRANBULL/NOCTOWL,55,win,6,1,5,
324,FastShipCabins_SE_SSE_CaptainsCabin,SUPER_NERD,SHAWN,SHAWN,53/54/55,WEEZING/ELECTIVIRE/PORYGON2,55,win,8,3,5,
325,FastShipCabins_SE_SSE_CaptainsCabin,TWINS,MEGANDPEG1,MEG & PEG,55/55,LOPUNNY/ZANGOOSE,55,win,4,1,5,
326,FastShipCabins_SE_SSE_CaptainsCabin,TWINS,MEGANDPEG2,MEG & PEG,55/55,FURRET/PORYGON2,55,win,4,1,5,
327,KarensRoom,KAREN,KAREN1,KAREN,52/53/53/54/54/55,UMBREON/HONCHKROW/WEAVILE/GRIMMSNARL/HOUNDOOM/KINGAMBIT,55,loss,9,6,5,
328,FastShipB1F,BLACKBELT_T,WAI,WAI,52/54/56,HITMONTOP/LUCARIO/LEDIAN,56,win,7,2,5,
329,FastShipB1F,SCHOOLBOY,NATE,NATE,56/56,PORYGON2/BLISSEY,56,win,3,0,5,
330,FastShipB1F,SCHOOLBOY,RICKY,RICKY,56/56,PORYGON2/CHANSEY,56,win,3,0,5,
331,FastShipCabins_NNW_NNE_NE,GENTLEMAN,EDWARD,EDWARD,54/56,MILTANK/BLISSEY,56,win,6,3,5,
332,FastShipCabins_SE_SSE_CaptainsCabin,POKEFANM,JEREMY,JEREMY,54/54/56,CHANSEY/BANETTE/PORYGON2,56,win,8,2,5,
333,FastShipCabins_SW_SSW_NW,BEAUTY,CASSIE,CASSIE,54/56,PORYGON2/MILOTIC,56,win,5,1,5,
334,FastShipCabins_SW_SSW_NW,BUG_CATCHER,KEN,KEN,54/56,VIKAVOLT/LEDIAN,56,win,2,0,5,
335,FastShipCabins_SW_SSW_NW,GUITARIST,CLYDE,CLYDE,52/54/56,GOROTORA/ELECTIVIRE/WIGGLYTUFF,56,win,9,3,5,
336,NationalPark,SCHOOLBOY,JACK4,JACK,53/56/56,GIRAFARIG/BANETTE/FURRET,56,win,7,1,5,
337,OlivineLighthouse2F,SAILOR,HUEY3,HUEY,56/56,MAREANIE/REMORAID,56,win,4,1,5,
338,Route26,COOLTRAINERF,BETH2,BETH,56/56/56/56/56,RAITORA/VENUSAUR/URSALUNA/MUK_ALOLAN/SHUCKLE,56,loss,126,6,5,
339,Route26,COOLTRAINERM,GAVEN1,GAVEN,56/56/56/56/56,SUNFLORA/UMBREON/CLOYSTER/VENOMOTH/HITMONTOP,56,loss,18,6,5,
340,Route27,BIRD_KEEPER,JOSE1,JOSE,56/56/56/56,TALONFLAME/HONCHKROW/SKARMORY/TOGEKISS,56,win,13,3,5,
341,Route27,COOLTRAINERF,REENA2,REENA,54/54/55/55/56,PILOSWINE/DUGTRIO/LANTURN/HONCHKROW/CROBAT,56,loss,13,6,5,
342,Route30,YOUNGSTER,JOEY5,JOEY,54/56,SNORLAX/FEAROW,56,win,3,1,5,
343,Route31,BUG_CATCHER,WADE5,WADE,54/54/55/55/56,BEEDRILL/FORRETRESS/HERACROSS/CENTISKORCH/GALVANTULA,56,win,11,3,5,
344,Route32,FISHER,RALPH4,RALPH,53/53/56,POLITOED/CORSOLA/SLOWKING,56,win,7,2,5,
345,Route32,PICNICKER,LIZ5,LIZ,53/55/56,BELLOSSOM/FLAPPLE/LEDIAN,56,win,3,0,5,
346,Route33,HIKER,ANTHONY4,ANTHONY,54/54/56,GLIMMORA/NIDOKING/GLISCOR,56,win,12,5,5,
347,Route34,CAMPER,TODD4,TODD,55/55/56/56,DUNSPARCE/BELLOSSOM/SHUCKLE/FURRET,56,win,15,3,5,
348,Route34,PICNICKER,GINA4,GINA,53/53/56,MILTANK/SCIZOR/KANGASKHAN,56,win,6,1,5,
349,Route35,BUG_CATCHER,ARNIE4,ARNIE,55/56/56/56,GALVANTULA/SCYTHER/SHUCKLE/ARIADOS,56,win,6,1,5,
350,Route36,SCHOOLBOY,ALAN4,ALAN,53/53/56/56,FLAAFFY/MAWILE/SUDOWOODO/NOCTOWL,56,win,11,3,5,
351,Route38,LASS,DANA4,DANA,55/56,AZUMARILL/DEWGONG,56,win,7,2,5,
352,Route38,SCHOOLBOY,CHAD4,CHAD,54/56,LICKITUNG/XATU,56,win,4,0,5,
353,Route42,FISHER,TULLY3,TULLY,53/53/56,POLITOED/LUDICOLO/SLOWKING,56,win,7,1,5,
354,Route43,PICNICKER,TIFFANY2,TIFFANY,56,JUMPLUFF,56,win,1,0,5,
355,Route43,POKEMANIAC,BRENT3,BRENT,54/56,AMBIPOM/DUNSPARCE,56,win,9,1,5,
356,Route44,BIRD_KEEPER,VANCE2,VANCE,53/54/55/56,TOGEKISS/SKARMORY/MURKROW/DODRIO,56,win,5,1,5,
357,Route44,FISHER,WILTON2,WILTON,54/56/56,OCTILLERY/MILOTIC/CLOYSTER,56,win,6,2,5,
358,Route45,HIKER,PARRY1,PARRY,53/53/56,CORSOLA/MACHAMP/GOLURK,56,win,8,2,5,
359,Route46,PICNICKER,ERIN2,ERIN,54/54/56/56,DUNSPARCE/URSARING/RAITORA/FURRET,56,win,12,3,5,
360,LancesRoom,CHAMPION,LANCE,LANCE,54/55/55/56/56/57,HAXORUS/ARCHALUDON/SALAMENCE/DRAGAPULT/BAXCALIBUR/DRAGONITE,57,loss,9,6,5,
361,Route11,PSYCHIC_T,FIDEL,FIDEL,54/56/58,NOCTOWL/ALAKAZAM/DRAGAPULT,58,win,10,6,5,
362,Route6,POKEFANM,ALLAN,ALLAN,56/58,SNORLAX/ELECTRODE,58,win,6,1,5,
363,Route11,PSYCHIC_T,HERMAN,HERMAN,59/59/59,ALAKAZAM/ARMAROUGE/EXEGGUTOR,59,loss,10,6,5,
364,Route6,POKEFANM,REX,REX,57/59,PERSIAN/RATICATE,59,win,3,1,5,
365,VermilionGym,GENTLEMAN,GREGORY,GREGORY,58/59,RAICHU/ELECTABUZZ,59,win,5,1,5,
366,Route11,YOUNGSTER,OWEN,OWEN,58/60,TOXAPEX/MAMOSWINE,60,win,10,4,5,
367,Route11,YOUNGSTER,JASON,JASON,60/60,STEELIX/DODRIO,60,win,6,3,5,
368,VermilionGym,GUITARIST,VINCENT,VINCENT,58/58/60/60,ELECTABUZZ/ELECTRODE/MAGNETON/VIKAVOLT,60,win,15,4,5,
369,Route25,SUPER_NERD,PAT,PAT,61/61/61,MAGNEZONE/PORYGON_Z/GLIMMORA,61,win,6,0,5,
370,Route9,AROMA_LADY,EDNA,EDNA,61/61,JUMPLUFF/BELLOSSOM,61,win,2,0,5,
371,Route9,HIKER,TIM,TIM,61/61/61,QUAGSIRE/NIDOKING/NIDOQUEEN,61,win,14,5,5,
372,VermilionGym,JUGGLER,HORTON,HORTON,59/59/60/61,ELECTIVIRE/AMPHAROS/GOROTORA/LANTURN,61,loss,16,6,5,
373,Route25,POKEFANM,DUSTIN,DUSTIN,61/62/62,AZUMARILL/AMPHAROS/DONPHAN,62,win,17,5,5,
374,Route9,CAMPER,DEAN,DEAN,61/62,TAUROS/FURRET,62,win,5,1,5,
375,Route9,CAMPER,SID,SID,61/62/62,STEELIX/AMBIPOM/PIDGEOT,62,win,9,4,5,
376,Route9,HIKER,SIDNEY,SIDNEY,62/62,GOLEM/MAMOSWINE,62,win,7,3,5,
377,Route9,JUGGLER,MARCO,MARCO,62/62,ESPEON/CLEFABLE,62,win,8,3,5,
378,VermilionGym,LT_SURGE,LT_SURGE1,LT.SURGE,59/60/60/61/61/62,MAGNEZONE/ELECTIVIRE/VIKAVOLT/JOLTEON/AMPHAROS/RAICHU,62,loss,11,6,5,
379,Route24,GRUNTM,GRUNTM_31,GRUNT,63/63/63/63/63,HOUNDOOM/SLOWKING_GALARIAN/WEAVILE/STEELIX/MUK,63,win,14,4,5,
380,Route25,COSPLAYER,COSPLAYER6,NOELLE,62/63/63,EXEGGUTOR/RAICHU_ALOLAN/GLACEON,63,loss,11,6,5,
381,Route25,LASS,PAIGE,PAIGE,62/63,VAPOREON/DEWGONG,63,win,4,2,5,
382,Route9,AROMA_LADY,HEIDI,HEIDI,61/63,SUNFLORA/VICTREEBEL,63,win,2,0,5,
383,CeruleanGym,SWIMMERF,DIANA,DIANA,64/64/64,MILOTIC/POLITOED/WALREIN,64,loss,10,6,5,
384,CeruleanGym,SWIMMERM,PARKER,PARKER,64/64/64,SLOWBRO/OCTILLERY/TAUROS_PALDEAN_WATER,64,win,5,1,5,
385,Route10South,HIKER,JIM,JIM,62/64,CLODSIRE/NIDOQUEEN,64,win,10,3,5,
386,Route25,AROMA_LADY,NADIA,NADIA,63/64,EXEGGUTOR/BELLOSSOM,64,win,2,0,5,
387,Route25,COOLTRAINERM,KEVIN,KEVIN,62/62/63/64,SEAKING/SANDSLASH/ALAKAZAM/ESPEON,64,loss,8,6,5,
388,Route25,JUGGLER,SILAS,SILAS,63/63/64,STARMIE/GOLDUCK/CHANDELURE,64,loss,10,6,5,
389,Route9,JUGGLER,LEON,LEON,62/62/64,XATU/RAPIDASH_GALARIAN/WIGGLYTUFF,64,loss,11,6,5,
390,CeruleanGym,SWIMMERF,BRIANA,BRIANA,65/65/65,LUDICOLO/TOXAPEX/TAUROS_PALDEAN_WATER,65,win,5,2,5,
391,Route8,BIKER,ZEKE,ZEKE,63/65,GOLBAT/MAGMORTAR,65,win,5,1,5,
392,Route8,SUPER_NERD,TOM,TOM,65/65/65,HYPNO/ARCANINE_HISUIAN/AGGRON,65,win,11,3,5,
393,CeruleanGym,MISTY,MISTY1,MISTY,63/64/64/65/65/66,MILOTIC/WALREIN/GYARADOS/AZUMARILL/LANTURN/STARMIE,66,loss,12,6,5,
394,NationalPark,SCHOOLBOY,JACK5,JACK,64/64/66,FURRET/TEDDIURSA/STANTLER,66,win,9,2,5,
395,OlivineLighthouse2F,SAILOR,HUEY4,HUEY,66/66,SEALEO/QUAGSIRE,66,win,12,2,5,
396,Route26,COOLTRAINERF,BETH3,BETH,66/66/66/66/66,DONPHAN/SCYTHER/MIMIKYU/HITMONTOP/PILOSWINE,66,loss,13,6,5,
397,Route26,COOLTRAINERM,GAVEN2,GAVEN,66/66/66/66/66,ELECTRODE/DONPHAN/XATU/GOLEM/POLITOED,66,loss,13,6,5,
398,Route27,BIRD_KEEPER,JOSE3,JOSE,66/66/66/66/66,HONCHKROW/DELIBIRD/TALONFLAME/SKARMORY/TOGEKISS,66,win,17,5,5,
399,Route27,COOLTRAINERF,REENA3,REENA,63/64/64/65/66,CROBAT/SLOWBRO/SANDSLASH/STARMIE/GOLEM,66,loss,7,6,5,
400,Route32,FISHER,RALPH5,RALPH,63/63/66,TENTACRUEL/LANTURN/QUAGSIRE,66,win,12,3,5,
401,Route33,HIKER,ANTHONY5,ANTHONY,64/66/66,QUAGSIRE/GOLEM_ALOLAN/RHYPERIOR,66,win,16,3,5,
402,Route34,CAMPER,TODD5,TODD,65/65/66/66,CLODSIRE/MAROWAK_ALOLAN/PILOSWINE/KANGASKHAN,66,win,17,2,5,
403,Route34,PICNICKER,GINA5,GINA,63/63/66,GRANBULL/MISMAGIUS/POLITOED,66,win,7,2,5,
404,Route35,BUG_CATCHER,ARNIE5,ARNIE,64/64/65/66,LEDIAN/PINSIR/ARIADOS/HERACROSS,66,win,4,0,5,
405,Route36,SCHOOLBOY,ALAN5,ALAN,64/65/66/66,BISHARP/TAUROS/LANTURN/CORSOLA,66,win,11,3,5,
406,Route38,LASS,DANA5,DANA,65/66,GRANBULL/ALTARIA,66,win,8,3,5,
407,Route38,SCHOOLBOY,CHAD5,CHAD,62/66,SCIZOR/ESPEON,66,win,2,0,5,
408,Route42,FISHER,TULLY4,TULLY,63/63/66,KINGDRA/AZUMARILL/OCTILLERY,66,win,5,1,5,
409,Route43,PICNICKER,TIFFANY4,TIFFANY,65/66,BELLOSSOM/MILTANK,66,win,5,1,5,
410,Route43,POKEMANIAC,BRENT4,BRENT,64/66,BLISSEY/TAUROS,66,win,3,1,5,
411,Route44,BIRD_KEEPER,VANCE3,VANCE,64/65/65/66,TALONFLAME/HONCHKROW/PIDGEOT/NOCTOWL,66,win,13,4,5,
412,Route44,FISHER,WILTON3,WILTON,64/64/66,TAUROS_PALDEAN_WATER/MANTINE/WALREIN,66,win,12,5,5,
413,Route45,HIKER,PARRY2,PARRY,66/66/66,SUDOWOODO/ELECTIVIRE/HITMONLEE,66,win,12,4,5,
414,Route46,PICNICKER,ERIN3,ERIN,62/64/66/66,LICKITUNG/URSARING/FURRET/LOPUNNY,66,win,11,3,5,
415,Route7,BATTLE_GIRL,BATTLE_GIRL1,MIHO,63/65/66,SNEASLER/ANNIHILAPE/HITMONTOP,66,win,16,5,5,
416,Route8,BIKER,HARRIS,HARRIS,64/66,FLAREON/GOLEM,66,win,5,2,5,
417,Route10South,POKEFANM,ROBERT,ROBERT,65/67,STEELIX/EXCADRILL,67,win,7,3,5,
418,CeladonGym,AROMA_LADY,TANYA,TANYA,68/68/68,VILEPLUME/JUMPLUFF/TANGROWTH,68,win,6,1,5,
419,CeladonGym,LASS,MICHELLE,MICHELLE,67/67/68,VILEPLUME/LUDICOLO/JUMPLUFF,68,win,6,1,5,
420,CeladonGym,TWINS,JOANDZOE1,JO & ZOE,68/68,JUMPLUFF/PARASECT,68,win,2,0,5,
421,CeladonGym,TWINS,JOANDZOE2,JO & ZOE,68/68,VICTREEBEL/EXEGGUTOR,68,win,2,0,5,
422,Route12,FISHER,BARNEY,BARNEY,68/68/68,KINGDRA/KINGLER/TAUROS_PALDEAN_WATER,68,loss,11,6,5,
423,Route8,BIKER,DWAYNE,DWAYNE,65/66/67/68,TOXICROAK/UMBREON/CHANDELURE/ARCANINE,68,win,10,3,5,
424,Route8,SUPER_NERD,SAM,SAM,66/68,ALAKAZAM/JOLTEON,68,win,8,2,5,
425,CeladonGym,BEAUTY,JULIA,JULIA,67/69/69,ELECTRODE_HISUIAN/TSAREENA/VILEPLUME,69,win,3,0,5,
426,Route12,FISHER,KYLE,KYLE,68/68/69,TOXAPEX/LAPRAS/TAUROS_PALDEAN_WATER,69,win,10,3,5,
