map,line,kind,class,id,event,name,levels,species
MountMortar1FInside,19,trainer,POKEMANIAC,MILLER,EVENT_BEAT_POKEMANIAC_MILLER,MILLER,30/30,GEODUDE/SWINUB
MountMortar1FInside,30,trainer,SUPER_NERD,MARKUS,EVENT_BEAT_SUPER_NERD_MARKUS,MARKUS,29,MAGNEMITE
MountMortar2FInside,16,trainer,SUPER_NERD,HUGH,EVENT_BEAT_SUPER_NERD_HUGH,HUGH,38,MAGNETON
MountMortarB1F,26,loadtrainer,BLACKBELT_T,KIYO,EVENT_BEAT_BLACKBELT_KIYO,KIYO,32/32,CROAGUNK/GURDURR
NationalPark,73,trainer,SCHOOLBOY,JACK1,EVENT_BEAT_SCHOOLBOY_JACK,JACK,23/24,TEDDIURSA/BUNEARY
NationalPark,123,loadtrainer,SCHOOLBOY,JACK1,EVENT_BEAT_ELITE_FOUR,JACK,23/24,TEDDIURSA/BUNEARY
NationalPark,131,loadtrainer,SCHOOLBOY,JACK2,,JACK,28/29,DODUO/KOTORA
NationalPark,139,loadtrainer,SCHOOLBOY,JACK3,,JACK,40/43,DUNSPARCE/STANTLER
NationalPark,147,loadtrainer,SCHOOLBOY,JACK4,,JACK,53/56/56,GIRAFARIG/BANETTE/FURRET
NationalPark,155,loadtrainer,SCHOOLBOY,JACK5,,JACK,64/64/66,FURRET/TEDDIURSA/STANTLER
NationalPark,190,trainer,POKEFANM,WILLIAM,EVENT_BEAT_POKEFANM_WILLIAM,WILLIAM,22,HOOTHOOT
NationalPark,201,trainer,POKEFANF,BEVERLY1,EVENT_BEAT_POKEFANF_BEVERLY,BEVERLY,22,PIDGEOTTO
NationalPark,280,trainer,LASS,KRISE,EVENT_BEAT_LASS_KRISE,KRISE,23/24,MORGREM/TANGELA
OlivineGym,36,loadtrainer,JASMINE,JASMINE1,EVENT_BEAT_JASMINE,JASMINE,34/35/35/36/36,CORVIKNIGHT/AGGRON/BASTIODON/TINKATON/STEELIX
OlivineGym,83,loadtrainer,JASMINE_REMATCH,JASMINE2,EVENT_BEAT_JASMINE_REMATCH,JASMINE,92/92/93/93/94/94,MAGNEZONE/CORVIKNIGHT/EXCADRILL/LUCARIO/KINGAMBIT/STEELIX
OlivineGym,135,trainer,LASS,DANIELLE,EVENT_BEAT_LASS_DANIELLE,DANIELLE,33/34/35,LAIRON/FORRETRESS/SKARMORY
OlivineGym,146,trainer,LASS,KATHRYN,EVENT_BEAT_LASS_KATHRYN,KATHRYN,34/34/35,MAGNETON/SKARMORY/FORRETRESS
OlivineLighthouse2F,11,trainer,GENTLEMAN,ALFRED,EVENT_BEAT_GENTLEMAN_ALFRED,ALFRED,34,PONYTA_GALARIAN
OlivineLighthouse2F,22,trainer,SAILOR,HUEY1,EVENT_BEAT_SAILOR_HUEY,HUEY,32/34,CHINCHOU/LOMBRE
OlivineLighthouse2F,66,loadtrainer,SAILOR,HUEY1,EVENT_BEAT_ELITE_FOUR,HUEY,32/34,CHINCHOU/LOMBRE
OlivineLighthouse2F,74,loadtrainer,SAILOR,HUEY2,,HUEY,43/43,CORSOLA/QWILFISH
OlivineLighthouse2F,82,loadtrainer,SAILOR,HUEY3,,HUEY,56/56,MAREANIE/REMORAID
OlivineLighthouse2F,90,loadtrainer,SAILOR,HUEY4,,HUEY,66/66,SEALEO/QUAGSIRE
OlivineLighthouse3F,13,trainer,BIRD_KEEPER,THEO,EVENT_BEAT_BIRD_KEEPER_THEO,THEO,32,NATU
OlivineLighthouse3F,24,trainer,GENTLEMAN,PRESTON,EVENT_BEAT_GENTLEMAN_PRESTON,PRESTON,31/31,GROWLITHE/PERSIAN
OlivineLighthouse3F,35,trainer,SAILOR,TERRELL,EVENT_BEAT_SAILOR_TERRELL,TERRELL,33,SEEL
OlivineLighthouse4F,11,trainer,LASS,CONNIE1,EVENT_BEAT_LASS_CONNIE,CONNIE,31/32,LOMBRE/REMORAID
OlivineLighthouse4F,22,trainer,SAILOR,KENT,EVENT_BEAT_SAILOR_KENT,KENT,33/33,CHINCHOU/REMORAID
OlivineLighthouse5F,14,trainer,BIRD_KEEPER,DENIS,EVENT_BEAT_BIRD_KEEPER_DENIS,DENIS,34/34,WATU/CORVISQUIRE
OlivineLighthouse5F,25,trainer,SAILOR,ERNEST,EVENT_BEAT_SAILOR_ERNEST,ERNEST,32/34/34,REMORAID/CHINCHOU/POLIWHIRL
PalletTown,43,loadtrainer,RED2,RED2_1,EVENT_BEAT_RED2,,98/99/99/100/100/100,PIKACHU/SNORLAX/ESPEON/LAPRAS/VICTREEBEL/CHARIZARD
PewterGym,20,loadtrainer,BROCK,BROCK1,EVENT_BEAT_BROCK,BROCK,82/83/83/84/84/85,AERODACTYL/CRADILY/STEELIX/RAMPARDOS/ARMALDO/GOLEM
PewterGym,42,trainer,CAMPER,JERRY,EVENT_BEAT_CAMPER_JERRY,JERRY,82/84/84,GOLEM/RHYPERIOR/SUDOWOODO
RadioTower1F,187,trainer,GRUNTF,GRUNTF_6,EVENT_BEAT_ROCKET_GRUNTF_6,GRUNT,40/40/40,SALAZZLE/SCOLIPEDE/ARIADOS
RadioTower2F,57,trainer,GRUNTM,GRUNTM_4,EVENT_BEAT_ROCKET_GRUNTM_4,GRUNT,39/39,GLOOM/SEVIPER
RadioTower2F,68,trainer,GRUNTF,GRUNTF_7,EVENT_BEAT_ROCKET_GRUNTF_7,GRUNT,40/40/40,GENGAR/QWILFISH/LICKITUNG
RadioTower2F,79,trainer,GRUNTM,GRUNTM_6,EVENT_BEAT_ROCKET_GRUNTM_6,GRUNT,40/40,FEAROW/WEEPINBELL
RadioTower2F,90,trainer,GRUNTF,GRUNTF_2,EVENT_BEAT_ROCKET_GRUNTF_2,GRUNT,41/41,STANTLER/SEVIPER
RadioTower3F,84,trainer,GRUNTM,GRUNTM_7,EVENT_BEAT_ROCKET_GRUNTM_7,GRUNT,38/38/38,SNEASEL/GIRAFARIG/URSARING
RadioTower3F,95,trainer,GRUNTF,GRUNTF_8,EVENT_BEAT_ROCKET_GRUNTF_8,GRUNT,38/38,GENGAR/WEEZING
RadioTower3F,106,trainer,GRUNTF,GRUNTF_9,EVENT_BEAT_ROCKET_GRUNTF_9,GRUNT,39/39,ARIADOS/GENGAR
RadioTower3F,117,trainer,SCIENTIST,MARC,EVENT_BEAT_SCIENTIST_MARC,MARC,41,QWILFISH
RadioTower4F,57,trainer,GRUNTM,GRUNTM_10,EVENT_BEAT_ROCKET_GRUNTM_10,GRUNT,39/39/39,URSARING/SLOWBRO_GALARIAN/RATICATE_ALOLAN
RadioTower4F,68,trainer,PROTON,PROTON2,EVENT_BEAT_ROCKET_EXECUTIVEM_2,PROTON,40/40/41/42,HOUNDOOM/UMBREON/SNEASEL/ARIADOS
RadioTower4F,79,trainer,GRUNTF,GRUNTF_4,EVENT_BEAT_ROCKET_GRUNTF_4,GRUNT,39/40/40/40,WEEZING_GALARIAN/MURKROW/NIDORINA/PERSIAN
RadioTower4F,90,trainer,SCIENTIST,RICH,EVENT_BEAT_SCIENTIST_RICH,RICH,40/41,SLOWBRO_GALARIAN/WEEZING
RadioTower5F,40,loadtrainer,PETREL_DIRECTOR,PETREL_DIRECTOR1,EVENT_BEAT_ROCKET_EXECUTIVEM_3,PETREL,40/40/41/41/42,BISHARP/UMBREON/STANTLER/SNEASEL/PORYGON2
RadioTower5F,69,trainer,ARIANA,ARIANA2,EVENT_BEAT_ROCKET_EXECUTIVEF_1,ARIANA,42/42/43/43/43,OVERQWIL/HOUNDOOM/NIDORINA/SNEASEL/ARIADOS
RadioTower5F,89,loadtrainer,ARCHER,ARCHER2,,ARCHER,41/41/42/42/43,ZWEILOUS/MURKROW/WEEZING/WEAVILE/HAUNTER
Route1,12,trainer,SCHOOLBOY,DANNY,EVENT_BEAT_SCHOOLBOY_DANNY,DANNY,83/83/83,PERSIAN/KANGASKHAN/CHANSEY
Route1,23,trainer,COOLTRAINERF,QUINN,EVENT_BEAT_COOLTRAINERF_QUINN,QUINN,84/86/86,ELECTIVIRE/LEDIAN/GALVANTULA
Route10South,11,trainer,HIKER,JIM,EVENT_BEAT_HIKER_JIM,JIM,62/64,CLODSIRE/NIDOQUEEN
Route10South,22,trainer,POKEFANM,ROBERT,EVENT_BEAT_POKEFANM_ROBERT,ROBERT,65/67,STEELIX/EXCADRILL
Route11,14,trainer,YOUNGSTER,OWEN,EVENT_BEAT_YOUNGSTER_OWEN,OWEN,58/60,TOXAPEX/MAMOSWINE
Route11,25,trainer,YOUNGSTER,JASON,EVENT_BEAT_YOUNGSTER_JASON,JASON,60/60,STEELIX/DODRIO
Route11,36,trainer,PSYCHIC_T,HERMAN,EVENT_BEAT_PSYCHIC_HERMAN,HERMAN,59/59/59,ALAKAZAM/ARMAROUGE/EXEGGUTOR
Route11,47,trainer,PSYCHIC_T,FIDEL,EVENT_BEAT_PSYCHIC_FIDEL,FIDEL,54/56/58,NOCTOWL/ALAKAZAM/DRAGAPULT
Route12,15,trainer,FISHER,KYLE,EVENT_BEAT_FISHER_KYLE,KYLE,68/68/69,TOXAPEX/LAPRAS/TAUROS_PALDEAN_WATER
Route12,26,trainer,FISHER,MARTIN,EVENT_BEAT_FISHER_MARTIN,MARTIN,69/71,STARMIE/TENTACRUEL
Route12,37,trainer,FISHER,STEPHEN,EVENT_BEAT_FISHER_STEPHEN,STEPHEN,68/68/68/69,MANTINE/POLITOED/TENTACRUEL/TOXAPEX
Route12,48,trainer,FISHER,BARNEY,EVENT_BEAT_FISHER_BARNEY,BARNEY,68/68/68,KINGDRA/KINGLER/TAUROS_PALDEAN_WATER
Route13,14,trainer,POKEFANM,ALEX,EVENT_BEAT_POKEFANM_ALEX,ALEX,67/68/69,MILTANK/PORYGON2/GOROTORA
Route13,25,trainer,POKEFANM,JOSHUA,EVENT_BEAT_POKEFANM_JOSHUA,JOSHUA,72/72/72,SNORLAX/PERSIAN/PORYGON2
Route13,36,trainer,BIRD_KEEPER,PERRY,EVENT_BEAT_BIRD_KEEPER_PERRY,PERRY,70/72,HONCHKROW/CORVIKNIGHT
Route13,47,trainer,BIRD_KEEPER,BRET,EVENT_BEAT_BIRD_KEEPER_BRET,BRET,69/69,HONCHKROW/TALONFLAME
Route13,58,trainer,HIKER,KENNY,EVENT_BEAT_HIKER_KENNY,KENNY,67/68/70/70,ARCANINE_HISUIAN/HERACROSS/HITMONCHAN/STEELIX
Route14,21,trainer,POKEFANM,CARTER,EVENT_BEAT_POKEFANM_CARTER,CARTER,71/71/71,LICKILICKY/DODRIO/TAUROS
Route14,32,trainer,BIRD_KEEPER,ROY,EVENT_BEAT_BIRD_KEEPER_ROY,ROY,70/70,SKARMORY/TOGEKISS
Route14,43,trainer,POKEFANM,TREVOR,EVENT_BEAT_POKEFANM_TREVOR,TREVOR,71/73,PORYGON2/PERSIAN
Route15,16,trainer,TEACHER,COLETTE,EVENT_BEAT_TEACHER_COLETTE,COLETTE,70/72,BELLOSSOM/WIGGLYTUFF
Route15,27,trainer,TEACHER,HILLARY,EVENT_BEAT_TEACHER_HILLARY,HILLARY,74/74,WYRDEER/BANETTE
Route15,38,trainer,SCHOOLBOY,KIPP,EVENT_BEAT_SCHOOLBOY_KIP,KIPP,71/71,FURRET/LOPUNNY
Route15,49,trainer,SCHOOLBOY,TOMMY,EVENT_BEAT_SCHOOLBOY_TOMMY,TOMMY,72/74,LOPUNNY/CHANSEY
Route15,60,trainer,SCHOOLBOY,JOHNNY,EVENT_BEAT_SCHOOLBOY_JOHNNY,JOHNNY,71/71,RATICATE/FEAROW
Route15,71,trainer,SCHOOLBOY,BILLY,EVENT_BEAT_SCHOOLBOY_BILLY,BILLY,69/69/72,FARIGIRAF/WIGGLYTUFF/PIDGEOT
Route17,19,trainer,BIKER,CHARLES,EVENT_BEAT_BIKER_CHARLES,CHARLES,72/72/72,WEEZING_GALARIAN/MAGMAR/ARMAROUGE
Route17,30,trainer,BIKER,RILEY,EVENT_BEAT_BIKER_RILEY,RILEY,73/75,WEEZING/HOUNDOOM
Route17,41,trainer,BIKER,JOEL,EVENT_BEAT_BIKER_JOEL,JOEL,73/73,RAPIDASH/ARIADOS
Route17,52,trainer,BIKER,GLENN,EVENT_BEAT_BIKER_GLENN,GLENN,70/72/73,SLOWKING_GALARIAN/ARCANINE/GOLEM_ALOLAN
Route18,14,trainer,BIRD_KEEPER,BORIS,EVENT_BEAT_BIRD_KEEPER_BORIS,BORIS,71/73/73,PIDGEOT/SKARMORY/HONCHKROW
Route18,25,trainer,BIRD_KEEPER,BOB,EVENT_BEAT_BIRD_KEEPER_BOB,BOB,74/76,DODRIO/NOCTOWL
Route18,36,trainer,TAMER,TAMER1,EVENT_BEAT_TAMER_COLE,COLE,74/74/75,TYRANITAR/SNORLAX/DRAGONITE
Route18,47,trainer,TAMER,TAMER2,EVENT_BEAT_TAMER_JAX,JAX,72/74/75,SANDSLASH/ARCHALUDON/DODRIO
Route18,58,trainer,TAMER,TAMER3,EVENT_BEAT_TAMER_RIGBY,RIGBY,73/75/76,TAUROS/KLEAVOR/PERSIAN
Route19,28,trainer,SWIMMERF,DAWN,EVENT_BEAT_SWIMMERF_DAWN,DAWN,75/77,KINGLER/LUDICOLO
Route19,39,trainer,SWIMMERM,HAROLD,EVENT_BEAT_SWIMMERM_HAROLD,HAROLD,78/79,MANTINE/WALREIN
Route19,50,trainer,SWIMMERM,JEROME,EVENT_BEAT_SWIMMERM_JEROME,JEROME,76/76/76,TOXAPEX/LANTURN/SLOWKING
Route19,61,trainer,SWIMMERM,TUCKER,EVENT_BEAT_SWIMMERM_TUCKER,TUCKER,78/78,SEAKING/STARMIE
Route20,18,trainer,SWIMMERF,NICOLE,EVENT_BEAT_SWIMMERF_NICOLE,NICOLE,77/80,TAUROS_PALDEAN_WATER/OCTILLERY
Route20,29,trainer,SWIMMERF,LORI,EVENT_BEAT_SWIMMERF_LORI,LORI,78/78,WALREIN/MILOTIC
Route20,40,trainer,SWIMMERM,CAMERON,EVENT_BEAT_SWIMMERM_CAMERON,CAMERON,78/80,CLOYSTER/LANTURN
Route20,59,loadtrainer,GREEN,GREEN1,EVENT_BEAT_GREEN,,96/97/97/98/98/98,WIGGLYTUFF/UMBREON/NIDOQUEEN/MESMERIA/LANTURN/VENUSAUR
Route21,12,trainer,SWIMMERM,SETH,EVENT_BEAT_SWIMMERM_SETH,SETH,78/78/78,POLIWRATH/MILOTIC/TOXAPEX
Route21,23,trainer,SWIMMERF,NIKKI,EVENT_BEAT_SWIMMERF_NIKKI,NIKKI,78/78/78,TOXAPEX/GYARADOS/POLIWRATH
Route21,34,trainer,FISHER,ARNOLD,EVENT_BEAT_FISHER_ARNOLD,ARNOLD,81/81,KINGLER/POLIWRATH
Route24,17,loadtrainer,GRUNTM,GRUNTM_31,,GRUNT,63/63/63/63/63,HOUNDOOM/SLOWKING_GALARIAN/WEAVILE/STEELIX/MUK
Route25,254,loadtrainer,CRYSTAL3,CRYSTAL3_CHIKORITA,,CRYSTAL,89/87/88/88/87/87,MEGANIUM/HYDRAPPLE/TYRANITAR/URSALUNA/XATU/LANTURN
Route25,258,loadtrainer,CRYSTAL3,CRYSTAL3_CYNDAQUIL,EVENT_BEAT_CRYSTAL_CERULEAN_CAPE,CRYSTAL,89/87/88/88/87/87,TYPHLOSION/FLAPPLE/TYRANITAR/URSALUNA/XATU/LANTURN
Route25,262,loadtrainer,CRYSTAL3,CRYSTAL3_TOTODILE,EVENT_BEAT_CRYSTAL_CERULEAN_CAPE,CRYSTAL,89/87/88/88/87/87,FERALIGATR/APPLETUN/TYRANITAR/URSALUNABM/XATU/VOLCARONA
Route25,415,trainer,COSPLAYER,COSPLAYER6,EVENT_BEAT_COSPLAYER_NOELLE,NOELLE,62/63/63,EXEGGUTOR/RAICHU_ALOLAN/GLACEON
Route25,426,trainer,JUGGLER,SILAS,EVENT_BEAT_JUGGLER_SILAS,SILAS,63/63/64,STARMIE/GOLDUCK/CHANDELURE
Route25,437,trainer,AROMA_LADY,NADIA,EVENT_BEAT_AROMA_LADY_NADIA,NADIA,63/64,EXEGGUTOR/BELLOSSOM
Route25,448,trainer,LASS,PAIGE,EVENT_BEAT_LASS_PAIGE,PAIGE,62/63,VAPOREON/DEWGONG
Route25,459,trainer,POKEFANM,DUSTIN,EVENT_BEAT_POKEFANM_DUSTIN,DUSTIN,61/62/62,AZUMARILL/AMPHAROS/DONPHAN
Route25,470,trainer,SUPER_NERD,PAT,EVENT_BEAT_SUPER_NERD_PAT,PAT,61/61/61,MAGNEZONE/PORYGON_Z/GLIMMORA
Route25,499,loadtrainer,COOLTRAINERM,KEVIN,EVENT_BEAT_COOLTRAINERM_KEVIN,KEVIN,62/62/63/64,SEAKING/SANDSLASH/ALAKAZAM/ESPEON
Route26,17,trainer,COOLTRAINERM,JAKE,EVENT_BEAT_COOLTRAINERM_JAKE,JAKE,48/48/48/48/50,MILTANK/UMBREON/NIDOKING/PORYGON2/FERALIGATR
Route26,28,trainer,COOLTRAINERM,GAVEN3,EVENT_BEAT_COOLTRAINERM_GAVEN,GAVEN,47/48/48/48/49,VAPOREON/MILTANK/MUK/RAICHU_ALOLAN/SHUCKLE
Route26,70,loadtrainer,COOLTRAINERM,GAVEN3,EVENT_BEAT_ELITE_FOUR,GAVEN,47/48/48/48/49,VAPOREON/MILTANK/MUK/RAICHU_ALOLAN/SHUCKLE
Route26,78,loadtrainer,COOLTRAINERM,GAVEN1,EVENT_BEAT_ELITE_FOUR,GAVEN,56/56/56/56/56,SUNFLORA/UMBREON/CLOYSTER/VENOMOTH/HITMONTOP
Route26,86,loadtrainer,COOLTRAINERM,GAVEN2,,GAVEN,66/66/66/66/66,ELECTRODE/DONPHAN/XATU/GOLEM/POLITOED
Route26,121,trainer,COOLTRAINERF,JOYCE,EVENT_BEAT_COOLTRAINERF_JOYCE,JOYCE,47/48/48/48/49,DRIFBLIM/TAUROS/GOROTORA/MACHAMP/CROBAT
Route26,132,trainer,COOLTRAINERF,BETH1,EVENT_BEAT_COOLTRAINERF_BETH,BETH,47/47/47/47/47,PORYGON2/VICTREEBEL/VAPOREON/FERALIGATR/HYDRAPPLE
Route26,174,loadtrainer,COOLTRAINERF,BETH1,EVENT_BEAT_ELITE_FOUR,BETH,47/47/47/47/47,PORYGON2/VICTREEBEL/VAPOREON/FERALIGATR/HYDRAPPLE
Route26,182,loadtrainer,COOLTRAINERF,BETH2,EVENT_BEAT_ELITE_FOUR,BETH,56/56/56/56/56,RAITORA/VENUSAUR/URSALUNA/MUK_ALOLAN/SHUCKLE
Route26,190,loadtrainer,COOLTRAINERF,BETH3,,BETH,66/66/66/66/66,DONPHAN/SCYTHER/MIMIKYU/HITMONTOP/PILOSWINE
Route26,225,trainer,PSYCHIC_T,RICHARD,EVENT_BEAT_PSYCHIC_RICHARD,RICHARD,48/48/48,ALTARIA/TOGEKISS/MIMIKYU
Route26,236,trainer,FISHER,SCOTT,EVENT_BEAT_FISHER_SCOTT,SCOTT,47/47/48/49,GOLDUCK/POLIWRATH/VAPOREON/OCTILLERY
Route27,50,trainer,PSYCHIC_T,GILBERT,EVENT_BEAT_PSYCHIC_GILBERT,GILBERT,44/46/46,GRANBULL/WOBBUFFET/MISDREAVUS
Route27,61,trainer,BIRD_KEEPER,JOSE2,EVENT_BEAT_BIRD_KEEPER_JOSE2,JOSE,45/46/46/46,FLETCHINDER/TOGETIC/CORVISQUIRE/MURKROW
Route27,105,loadtrainer,BIRD_KEEPER,JOSE2,EVENT_BEAT_ELITE_FOUR,JOSE,45/46/46/46,FLETCHINDER/TOGETIC/CORVISQUIRE/MURKROW
Route27,113,loadtrainer,BIRD_KEEPER,JOSE1,EVENT_BEAT_ELITE_FOUR,JOSE,56/56/56/56,TALONFLAME/HONCHKROW/SKARMORY/TOGEKISS
Route27,121,loadtrainer,BIRD_KEEPER,JOSE3,,JOSE,66/66/66/66/66,HONCHKROW/DELIBIRD/TALONFLAME/SKARMORY/TOGEKISS
Route27,174,trainer,COOLTRAINERM,BLAKE,EVENT_BEAT_COOLTRAINERM_BLAKE,BLAKE,45/45/46/46,MANTINE/SLOWKING/WYRDEER/SEALEO
Route27,185,trainer,COOLTRAINERM,BRIAN,EVENT_BEAT_COOLTRAINERM_BRIAN,BRIAN,46/47/48/48,XATU/QUAGSIRE/SEAKING/CORVIKNIGHT
Route27,196,trainer,COOLTRAINERF,REENA1,EVENT_BEAT_COOLTRAINERF_REENA,REENA,46/46/47/47/48,PUPITAR/MILTANK/GLIGAR/TOGETIC/FURRET
Route27,238,loadtrainer,COOLTRAINERF,REENA1,EVENT_BEAT_ELITE_FOUR,REENA,46/46/47/47/48,PUPITAR/MILTANK/GLIGAR/TOGETIC/FURRET
Route27,246,loadtrainer,COOLTRAINERF,REENA2,EVENT_BEAT_ELITE_FOUR,REENA,54/54/55/55/56,PILOSWINE/DUGTRIO/LANTURN/HONCHKROW/CROBAT
Route27,254,loadtrainer,COOLTRAINERF,REENA3,,REENA,63/64/64/65/66,CROBAT/SLOWBRO/SANDSLASH/STARMIE/GOLEM
Route27,289,trainer,COOLTRAINERF,MEGAN,EVENT_BEAT_COOLTRAINERF_MEGAN,MEGAN,47/47/47/47,YANMEGA/WALREIN/LICKILICKY/FERALIGATR
Route3,15,trainer,FIREBREATHER,OTIS,EVENT_BEAT_FIREBREATHER_OTIS,OTIS,81/81/83,ARCANINE/CERULEDGE/MAGMAR
Route3,26,trainer,YOUNGSTER,WARREN,EVENT_BEAT_YOUNGSTER_WARREN,WARREN,82/84,CAMERUPT/VICTREEBEL
Route3,37,trainer,YOUNGSTER,JIMMY,EVENT_BEAT_YOUNGSTER_JIMMY,JIMMY,81/81,RATICATE/SLOWKING_GALARIAN
Route3,48,trainer,FIREBREATHER,BURT,EVENT_BEAT_FIREBREATHER_BURT,BURT,82/82,FLAREON/MAGCARGO
Route3,59,trainer,COSPLAYER,COSPLAYER2,EVENT_BEAT_COSPLAYER_DAISY,DAISY,81/81,DELIBIRD/LAPRAS
Route3,70,trainer,COSPLAYER,COSPLAYER3,EVENT_BEAT_COSPLAYER_MIMI,MIMI,81/83,PIDGEOT/MR__RIME
Route30,41,trainer,YOUNGSTER,JOEY1,EVENT_BEAT_YOUNGSTER_JOEY,JOEY,6,SPINARAK
Route30,91,loadtrainer,YOUNGSTER,JOEY1,,JOEY,6,SPINARAK
Route30,99,loadtrainer,YOUNGSTER,JOEY2,,JOEY,24,GIRAFARIG
Route30,107,loadtrainer,YOUNGSTER,JOEY3,,JOEY,29,NIDORINO
Route30,115,loadtrainer,YOUNGSTER,JOEY4,,JOEY,43,URSARING
Route30,123,loadtrainer,YOUNGSTER,JOEY5,,JOEY,54/56,SNORLAX/FEAROW
Route30,188,trainer,YOUNGSTER,MIKEY,EVENT_BEAT_YOUNGSTER_MIKEY,MIKEY,5/6,DRILBUR/GOLETT
Route30,199,trainer,BUG_CATCHER,DON,EVENT_BEAT_BUG_CATCHER_DON,DON,5/5,PINECO/TRAPINCH
Route31,26,trainer,BUG_CATCHER,WADE1,EVENT_BEAT_BUG_CATCHER_WADE,WADE,6/7,VENIPEDE/PINECO
Route31,78,loadtrainer,BUG_CATCHER,WADE1,,WADE,6/7,VENIPEDE/PINECO
Route31,86,loadtrainer,BUG_CATCHER,WADE2,,WADE,24/24,SIZZLIPEDE/YANMA
Route31,94,loadtrainer,BUG_CATCHER,WADE3,,WADE,37/37/37,VENONAT/YANMA/WHIRLIPEDE
Route31,102,loadtrainer,BUG_CATCHER,WADE4,,WADE,41/42/42/43,FORRETRESS/VIBRAVA/LEDIAN/SHUCKLE
Route31,110,loadtrainer,BUG_CATCHER,WADE5,,WADE,54/54/55/55/56,BEEDRILL/FORRETRESS/HERACROSS/CENTISKORCH/GALVANTULA
Route32,145,trainer,CAMPER,ROLAND,EVENT_BEAT_CAMPER_ROLAND,ROLAND,13,KOTORA
Route32,156,trainer,FISHER,JUSTIN,EVENT_BEAT_FISHER_JUSTIN,JUSTIN,11,GOLDEEN
Route32,167,trainer,FISHER,RALPH1,EVENT_BEAT_FISHER_RALPH,RALPH,12,MARILL
Route32,219,loadtrainer,FISHER,RALPH1,EVENT_BEAT_ELITE_FOUR,RALPH,12,MARILL
Route32,227,loadtrainer,FISHER,RALPH2,,RALPH,24,REMORAID
Route32,235,loadtrainer,FISHER,RALPH3,,RALPH,38/38,MAREANIE/CHINCHOU
Route32,243,loadtrainer,FISHER,RALPH4,,RALPH,53/53/56,POLITOED/CORSOLA/SLOWKING
Route32,251,loadtrainer,FISHER,RALPH5,,RALPH,63/63/66,TENTACRUEL/LANTURN/QUAGSIRE
Route32,292,trainer,FISHER,HENRY,EVENT_BEAT_FISHER_HENRY,HENRY,11/11,CHINCHOU/REMORAID
Route32,303,trainer,PICNICKER,LIZ1,EVENT_BEAT_PICNICKER_LIZ,LIZ,13,RATTATA_ALOLAN
Route32,353,loadtrainer,PICNICKER,LIZ1,,LIZ,13,RATTATA_ALOLAN
Route32,361,loadtrainer,PICNICKER,LIZ2,,LIZ,23/24,SLOWPOKE/TOGETIC
Route32,369,loadtrainer,PICNICKER,LIZ3,,LIZ,37/37/38,STARYU/YANMA/REMORAID
Route32,377,loadtrainer,PICNICKER,LIZ4,,LIZ,41/43/43,SNUBBULL/MORGREM/OCTILLERY
Route32,385,loadtrainer,PICNICKER,LIZ5,,LIZ,53/55/56,BELLOSSOM/FLAPPLE/LEDIAN
Route32,420,trainer,YOUNGSTER,ALBERT,EVENT_BEAT_YOUNGSTER_ALBERT,ALBERT,11/11,GRUBBIN/AIPOM
Route32,431,trainer,YOUNGSTER,GORDON,EVENT_BEAT_YOUNGSTER_GORDON,GORDON,14,NUMEL
Route32,442,trainer,BIRD_KEEPER,PETER,EVENT_BEAT_BIRD_KEEPER_PETER,PETER,12/12,SPEAROW/HOOTHOOT
Route33,15,trainer,HIKER,ANTHONY2,EVENT_BEAT_HIKER_ANTHONY,ANTHONY,15/15,PHANPY/SWINUB
Route33,67,loadtrainer,HIKER,ANTHONY2,EVENT_BEAT_ELITE_FOUR,ANTHONY,15/15,PHANPY/SWINUB
Route33,75,loadtrainer,HIKER,ANTHONY1,,ANTHONY,29/29,DUGTRIO_ALOLAN/SANDSLASH
Route33,83,loadtrainer,HIKER,ANTHONY3,,ANTHONY,42/43/43,CORSOLA/SANDSLASH/URSARING
Route33,91,loadtrainer,HIKER,ANTHONY4,,ANTHONY,54/54/56,GLIMMORA/NIDOKING/GLISCOR
Route33,99,loadtrainer,HIKER,ANTHONY5,,ANTHONY,64/66/66,QUAGSIRE/GOLEM_ALOLAN/RHYPERIOR
Route34,89,trainer,CAMPER,TODD1,EVENT_BEAT_CAMPER_TODD,TODD,19,SHROOMISH
Route34,141,loadtrainer,CAMPER,TODD1,EVENT_BEAT_ELITE_FOUR,TODD,19,SHROOMISH
Route34,149,loadtrainer,CAMPER,TODD2,,TODD,31/33/34,VOLTORB_HISUIAN/SNOVER/MAGBY
Route34,157,loadtrainer,CAMPER,TODD3,,TODD,43/43/44,TEDDIURSA/VIBRAVA/FURRET
Route34,165,loadtrainer,CAMPER,TODD4,,TODD,55/55/56/56,DUNSPARCE/BELLOSSOM/SHUCKLE/FURRET
Route34,173,loadtrainer,CAMPER,TODD5,,TODD,65/65/66/66,CLODSIRE/MAROWAK_ALOLAN/PILOSWINE/KANGASKHAN
Route34,214,trainer,PICNICKER,GINA1,EVENT_BEAT_PICNICKER_GINA,GINA,18/18,RATTATA/MEOWTH
Route34,266,loadtrainer,PICNICKER,GINA1,EVENT_BEAT_ELITE_FOUR,GINA,18/18,RATTATA/MEOWTH
Route34,274,loadtrainer,PICNICKER,GINA2,,GINA,35/35/37,AIPOM/SNUBBULL/QUAGSIRE
